X     .0000 1     .2500     .2500
     .1043   1.2746   .2800 2041.1 1336.  2.557 3082. 1.400 340.8  10.3469  .825
     .2336   1.0645   .2021 1456.4 1607.  1.696 2531. 1.400 327.8   3.4876  .385
     .3629    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    4.3769 3     .0000     .3629
     .0000   1.7638   .3154 2017.9 1616.  2.281 3297. 1.400 346.0  11.6733  .998
     .0000    .8411   .1880 2203.5 1293.  2.784 3297. 1.400 346.0   7.8054  .998
     .0521    .7896   .2062 2272.9 1107.  3.104 3240. 1.400 346.0   9.1810  .952
     .1042    .7382   .2362 2272.8  917.  3.436 3082. 1.400 340.9  10.5800  .825
     .2335    .9241   .1876 1536.4 1503.  1.850 2531. 1.400 327.9   3.5401  .385
     .3629    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    4.5825 3     .0777     .3668
     .0000   1.8658   .3317 2009.9 1626.  2.265 3294. 1.400 346.0  12.2347  .995
     .0388   1.7973   .3258 2009.8 1594.  2.287 3262. 1.400 346.0  11.9822  .970
     .0777   1.5916   .3098 2004.6 1498.  2.364 3172. 1.400 343.0  11.2241  .898
     .0777    .8478   .1990 2152.2 1242.  2.787 3172. 1.400 343.0   7.8895  .897
     .1387    .5729   .2022 2231.1  839.  3.542 2946. 1.400 337.6   8.5334  .716
     .2528    .9437   .1909 1394.5 1515.  1.676 2366. 1.400 326.4   2.8993  .334
     .3668    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    4.8165 3     .1696     .3714
     .0000   1.7863   .3296 2041.6 1566.  2.344 3287. 1.400 346.0  12.5044  .990
     .0565   1.7516   .3305 2014.0 1540.  2.338 3223. 1.400 344.2  12.1812  .939
     .1131   1.5809   .3144 1934.6 1479.  2.306 3051. 1.400 340.1  10.5932  .800
     .1696   1.2054   .2516 1801.2 1432.  2.199 2817. 1.400 334.6   7.1007  .614
     .1697    .8900   .2027 1877.4 1312.  2.395 2817. 1.400 334.6   6.0095  .614
     .2369    .9900   .1957 1511.1 1542.  1.796 2537. 1.400 328.0   3.6131  .390
     .3041    .9900   .2083  697.5 1473.   .855 1688. 1.400 322.8    .6061  .213
     .3714    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    5.0504 3     .2979     .3760
     .0000   1.7550   .3190 2022.4 1590.  2.304 3279. 1.400 346.0  11.8560  .983
     .0537   1.7115   .3214 2009.2 1547.  2.327 3223. 1.400 344.2  11.7667  .938
     .1074   1.5539   .3096 1950.7 1474.  2.327 3070. 1.400 340.6  10.5958  .816
     .1612   1.3450   .2697 1794.8 1486.  2.148 2858. 1.400 335.6   7.6539  .646
     .2149   1.1446   .2140 1530.3 1620.  1.768 2633. 1.400 330.3   4.1898  .466
     .2686   1.0122   .1858 1112.9 1674.  1.274 2217. 1.400 325.5   1.6736  .306
     .3223    .9900   .2282  606.9 1348.   .779 1511. 1.400 321.9    .4880  .183
     .3760    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    5.3942 4     .1869     .3854
     .0000   1.4074   .2732 2072.6 1489.  2.440 3263. 1.400 346.0  10.4777  .970
     .0386   1.4422   .2829 2057.6 1480.  2.436 3235. 1.400 344.5  10.7193  .948
     .0772   1.4769   .2985 2027.0 1444.  2.436 3157. 1.400 342.6  10.9985  .886
     .1869    .9366   .2268 1884.0 1239.  2.478 2761. 1.400 333.3   6.8616  .569
     .1869    .9809   .2344 1873.7 1256.  2.448 2761. 1.400 333.3   7.0483  .568
     .2531    .9900   .1766 1347.4 1713.  1.521 2505. 1.400 327.2   2.4687  .364
     .3192    .9900   .1968  414.3 1560.   .494 1636. 1.400 322.5    .1794  .204
     .3854    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    5.7379 4     .1289     .3949
     .0000    .7555   .1751 2198.5 1247.  2.829 3242. 1.400 346.0   7.1535  .954
     .0270    .7590   .1774 2188.6 1243.  2.828 3230. 1.400 344.3   7.1837  .944
     .0541    .7625   .1807 2173.2 1229.  2.827 3193. 1.400 343.5   7.2209  .914
     .1289    .6977   .1762 2076.3 1169.  2.789 2988. 1.400 338.6   6.3284  .750
     .1289    .9351   .2171 2016.6 1272.  2.597 2988. 1.400 338.6   7.5756  .750
     .2175    .9645   .2235 1765.3 1305.  2.271 2651. 1.400 330.7   5.8809  .481
     .3062    .9900   .2058  945.4 1486.  1.152 1880. 1.400 323.7   1.2591  .246
     .3949    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    6.0814 4     .0001     .4045
     .0000    .3553   .1028 2308.8 1005.  3.319 3218. 1.400 344.1   4.2162  .934
     .0001    .8436   .1871 2143.5 1310.  2.698 3218. 1.400 344.1   7.3194  .934
     .0523    .9561   .2085 2101.1 1337.  2.622 3175. 1.400 343.0   7.9327  .900
     .1046   1.0686   .2382 2034.3 1318.  2.567 3056. 1.400 340.2   8.5879  .805
     .2545   1.0071   .1841 1408.0 1668.  1.609 2532. 1.400 327.9   2.8786  .386
     .4045    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    6.0816 4     .0000     .4045
     .0000   1.7492   .3115 1954.4 1632.  2.204 3218. 1.400 344.1  10.8020  .934
     .0000    .8436   .1871 2143.4 1310.  2.698 3218. 1.400 344.1   7.3185  .934
     .0523    .7529   .1925 2210.7 1140.  2.988 3175. 1.400 343.1   8.0199  .900
     .1045    .6623   .2048 2239.2  951.  3.328 3056. 1.400 340.2   8.7640  .805
     .2545    .9188   .1750 1461.6 1601.  1.705 2532. 1.400 327.9   2.9101  .386
